message_id,sender,receiver,timestamp,message
295,Aman,Shubham,2024-09-07 15:56:15,"Usually iced, especially in the summer. But hot is great in colder weather."
296,Shubham,Aman,2024-09-07 15:57:30,"I’m the same way! Iced drinks in the summer, hot in the winter."
297,Aman,Shubham,2024-09-07 15:58:45,"It’s the best way to enjoy them! Do you like any other tea drinks?"
298,Shubham,Aman,2024-09-07 16:00:00,"I’m a big fan of chai! There’s something so comforting about it."
299,Aman,Shubham,2024-09-07 16:01:15,"Chai is amazing! The spices and milk make it so cozy."
300,Shubham,Aman,2024-09-07 16:02:30,"Exactly! It’s the perfect drink for relaxing."
301,Aman,Shubham,2024-09-07 16:03:45,"Do you make chai at home or buy it?"
302,Shubham,Aman,2024-09-07 16:05:00,"I usually make it at home. It’s easy to customize the spices to your liking."
303,Aman,Shubham,2024-09-07 16:06:15,"That’s true! Do you have a favorite spice blend for it?"
304,Shubham,Aman,2024-09-07 16:07:30,"I like using cardamom, cinnamon, and a bit of ginger. What about you?"
305,Aman,Shubham,2024-09-07 16:08:45,"I love adding cloves and a little black pepper for some extra warmth."
306,Shubham,Aman,2024-09-07 16:10:00,"That sounds delicious! I’ll have to try adding black pepper next time."
307,Aman,Shubham,2024-09-07 16:11:15,"It gives it a nice kick! Just a little goes a long way."
308,Shubham,Aman,2024-09-07 16:12:30,"I can’t wait to try it! Do you prefer chai over coffee?"
309,Aman,Shubham,2024-09-07 16:13:45,"It depends on the day! I like both, but chai is more of a treat for me."
310,Shubham,Aman,2024-09-07 16:15:00,"Same here! Coffee is more of an everyday thing, but chai feels special."
311,Aman,Shubham,2024-09-07 16:16:15,"Exactly! It’s a nice way to relax and unwind."
312,Shubham,Aman,2024-09-07 16:17:30,"Do you drink coffee regularly, or just occasionally?"
313,Aman,Shubham,2024-09-07 16:18:45,"I drink coffee almost every day. It’s my morning pick-me-up."
314,Shubham,Aman,2024-09-07 16:20:00,"Same! I can’t start the day without a cup of coffee."
315,Aman,Shubham,2024-09-07 16:21:15,"It really helps get you going! Do you take it black or with cream and sugar?"
316,Shubham,Aman,2024-09-07 16:22:30,"I usually add a little cream, but no sugar. What about you?"
317,Aman,Shubham,2024-09-07 16:23:45,"I like mine with cream and sugar. A little sweetness makes it perfect."
318,Shubham,Aman,2024-09-07 16:25:00,"That sounds great too! Do you ever switch it up with iced coffee?"
319,Aman,Shubham,2024-09-07 16:26:15,"Yes, especially in the summer. Iced coffee is so refreshing on a hot day."
320,Shubham,Aman,2024-09-07 16:27:30,"Definitely! Iced coffee is a summer essential."
321,Aman,Shubham,2024-09-07 16:28:45,"Agreed! Do you have a favorite type of coffee?"
322,Shubham,Aman,2024-09-07 16:30:00,"I love a good cappuccino, but a simple black coffee is great too."
323,Aman,Shubham,2024-09-07 16:31:15,"Cappuccinos are amazing! The frothy milk adds so much to it."
324,Shubham,Aman,2024-09-07 16:32:30,"Exactly! It feels fancy but is still simple."
325,Aman,Shubham,2024-09-07 16:33:45,"Do you ever make fancy coffee drinks at home?"
326,Shubham,Aman,2024-09-07 16:35:00,"Sometimes I try! It’s fun to experiment with lattes and cappuccinos."
327,Aman,Shubham,2024-09-07 16:36:15,"That sounds fun! Do you have a milk frother at home?"
328,Shubham,Aman,2024-09-07 16:37:30,"Yes, it makes a big difference when making cappuccinos!"
329,Aman,Shubham,2024-09-07 16:38:45,"I need to get one! The foam is the best part of a cappuccino."
330,Shubham,Aman,2024-09-07 16:40:00,"Definitely! It’s worth having if you like making coffee drinks at home."
331,Aman,Shubham,2024-09-07 16:41:15,"I’ll have to look into getting one! Do you add any syrups or flavors to your coffee?"
332,Shubham,Aman,2024-09-07 16:42:30,"Sometimes I’ll add a little vanilla or caramel syrup, but not too often."
333,Aman,Shubham,2024-09-07 16:43:45,"Those sound delicious! I love caramel in my coffee."
334,Shubham,Aman,2024-09-07 16:45:00,"Caramel is great! Do you ever make flavored coffee at home?"
335,Aman,Shubham,2024-09-07 16:46:15,"Yes, I sometimes make vanilla lattes at home. They’re easy and so good."
336,Shubham,Aman,2024-09-07 16:47:30,"Vanilla lattes are a classic! Do you use a specific brand of syrup?"
337,Aman,Shubham,2024-09-07 16:48:45,"I usually get whatever’s available, but I like Torani syrups."
338,Shubham,Aman,2024-09-07 16:50:00,"Torani is great! They have so many flavor options."
339,Aman,Shubham,2024-09-07 16:51:15,"Yes! I’ve been wanting to try some of their seasonal flavors."
340,Shubham,Aman,2024-09-07 16:52:30,"Their pumpkin spice syrup is perfect for fall. You should give it a try!"
341,Aman,Shubham,2024-09-07 16:53:45,"I’ll definitely have to try it! Pumpkin spice lattes are my favorite in the fall."
342,Shubham,Aman,2024-09-07 16:55:00,"Same here! There’s something so comforting about pumpkin spice."
343,Aman,Shubham,2024-09-07 16:56:15,"Exactly! It’s like fall in a cup."
344,Shubham,Aman,2024-09-07 16:57:30,"It really is! Do you bake anything with pumpkin during the fall?"
345,Aman,Shubham,2024-09-07 16:58:45,"Yes, I love making pumpkin bread and pumpkin pie."
346,Shubham,Aman,2024-09-07 17:00:00,"Those both sound amazing! Pumpkin bread is one of my favorites."
347,Aman,Shubham,2024-09-07 17:01:15,"It’s so moist and flavorful. Do you bake a lot?"
348,Shubham,Aman,2024-09-07 17:02:30,"I do! I enjoy baking cookies and cakes, especially around the holidays."
349,Aman,Shubham,2024-09-07 17:03:45,"Holiday baking is the best! Do you have a favorite recipe?"
350,Shubham,Aman,2024-09-07 17:05:00,"I love making sugar cookies with royal icing. Decorating them is so fun!"
351,Aman,Shubham,2024-09-07 17:06:15,"Sugar cookies are a holiday classic! Decorating them is always a highlight."
352,Shubham,Aman,2024-09-07 17:07:30,"Yes! It’s fun to get creative with the designs."
353,Aman,Shubham,2024-09-07 17:08:45,"Do you use cookie cutters for different shapes?"
354,Shubham,Aman,2024-09-07 17:10:00,"Yes, I have a big collection of holiday-themed cookie cutters!"
355,Aman,Shubham,2024-09-07 17:11:15,"That’s awesome! I need to get some new cookie cutters for the season."
356,Shubham,Aman,2024-09-07 17:12:30,"There are so many fun options! What’s your favorite holiday to bake for?"
357,Aman,Shubham,2024-09-07 17:13:45,"Christmas, for sure. There are so many delicious treats to make."
358,Shubham,Aman,2024-09-07 17:15:00,"I agree! Christmas cookies are the best."
359,Aman,Shubham,2024-09-07 17:16:15,"Do you make any other special treats during Christmas?"
360,Shubham,Aman,2024-09-07 17:17:30,"Yes, I usually make gingerbread and peppermint bark too."
361,Aman,Shubham,2024-09-07 17:18:45,"Peppermint bark is so good! I love gingerbread as well."
362,Shubham,Aman,2024-09-07 17:20:00,"Gingerbread houses are fun to make, but I prefer just making cookies."
363,Aman,Shubham,2024-09-07 17:21:15,"Same here! The cookies are easier and taste better."
364,Shubham,Aman,2024-09-07 17:22:30,"Do you ever make gingerbread men with decorations?"
365,Aman,Shubham,2024-09-07 17:23:45,"Yes! I love decorating them with icing and candies."
366,Shubham,Aman,2024-09-07 17:25:00,"It’s such a fun holiday tradition! What’s your favorite part of Christmas?"
367,Aman,Shubham,2024-09-07 17:26:15,"Spending time with family and all the festive food!"
368,Shubham,Aman,2024-09-07 17:27:30,"Same! Family gatherings and holiday feasts are the best part."
369,Aman,Shubham,2024-09-07 17:28:45,"Do you have any favorite Christmas recipes?"
370,Shubham,Aman,2024-09-07 17:30:00,"I love making a big roast for Christmas dinner, along with mashed potatoes."
371,Aman,Shubham,2024-09-07 17:31:15,"That sounds amazing! I always look forward to the big holiday meals."
372,Shubham,Aman,2024-09-07 17:32:30,"Me too! It’s the best time to indulge in all the good food."
373,Aman,Shubham,2024-09-07 17:33:45,"Do you make any desserts for Christmas?"
374,Shubham,Aman,2024-09-07 17:35:00,"Yes, I usually make a Yule log cake or some kind of pie."
375,Aman,Shubham,2024-09-07 17:36:15,"Yule log cakes are beautiful! What kind of pie do you make?"
376,Shubham,Aman,2024-09-07 17:37:30,"Apple pie is my go-to, but sometimes I switch it up with pecan or pumpkin."
377,Aman,Shubham,2024-09-07 17:38:45,"Those all sound delicious! Apple pie is my favorite too."
378,Shubham,Aman,2024-09-07 17:40:00,"You can’t go wrong with apple pie! Especially with some vanilla ice cream."
379,Aman,Shubham,2024-09-07 17:41:15,"Yes! Warm apple pie with ice cream is the perfect combination."
380,Shubham,Aman,2024-09-07 17:42:30,"Do you make your pies from scratch?"
381,Aman,Shubham,2024-09-07 17:43:45,"I try to, but sometimes I use store-bought crust to save time."
382,Shubham,Aman,2024-09-07 17:45:00,"That’s totally fair! Homemade crust is great, but it takes time."
383,Aman,Shubham,2024-09-07 17:46:15,"Exactly! Do you make your pies completely from scratch?"
384,Shubham,Aman,2024-09-07 17:47:30,"I usually do, but I’ve definitely used store-bought crust before too."
385,Aman,Shubham,2024-09-07 17:48:45,"It’s a good time-saver! Do you have any tips for making pies?"
386,Shubham,Aman,2024-09-07 17:50:00,"Chilling the dough and using cold butter makes for a flakier crust!"
387,Aman,Shubham,2024-09-07 17:51:15,"That’s a great tip! I’ll have to try that next time."
388,Shubham,Aman,2024-09-07 17:52:30,"Let me know how it turns out! What’s your favorite holiday dessert?"
389,Aman,Shubham,2024-09-07 17:53:45,"I love making Christmas cookies, especially sugar cookies with royal icing."
390,Shubham,Aman,2024-09-07 17:55:00,"Those are a holiday classic! Do you make any other kinds of cookies?"
391,Aman,Shubham,2024-09-07 17:56:15,"I also make gingerbread cookies and sometimes chocolate crinkle cookies."
392,Shubham,Aman,2024-09-07 17:57:30,"Chocolate crinkle cookies are so good! I love the fudgy texture."
393,Aman,Shubham,2024-09-07 17:58:45,"Yes, they’re so rich and chocolatey. Perfect for the holidays."
394,Shubham,Aman,2024-09-07 18:00:00,"Do you give cookies as gifts during the holidays?"
395,Aman,Shubham,2024-09-07 18:01:15,"Yes, I usually make a big batch and give them to friends and family."
396,Shubham,Aman,2024-09-07 18:02:30,"That’s such a thoughtful gift! Homemade treats are always appreciated."
397,Aman,Shubham,2024-09-07 18:03:45,"Agreed! It’s a personal touch that everyone enjoys."
398,Shubham,Aman,2024-09-07 18:05:00,"Do you do any other homemade gifts for the holidays?"
399,Aman,Shubham,2024-09-07 18:06:15,"Sometimes I make homemade candles or bath salts as gifts."
400,Shubham,Aman,2024-09-07 18:07:30,"That’s so creative! I bet people love receiving those."
401,Aman,Shubham,2024-09-07 18:08:45,"They do! It’s fun to make something that people can use and enjoy."
402,Shubham,Aman,2024-09-07 18:10:00,"Definitely! Do you have any favorite scents for candles?"
403,Aman,Shubham,2024-09-07 18:11:15,"I love lavender and vanilla for a calming, cozy vibe."
404,Shubham,Aman,2024-09-07 18:12:30,"Those are great choices! Lavender is so relaxing."
405,Aman,Shubham,2024-09-07 18:13:45,"Do you make any homemade gifts yourself?"
406,Shubham,Aman,2024-09-07 18:15:00,"I’ve made some DIY ornaments before, but I mostly stick to baking gifts."
407,Aman,Shubham,2024-09-07 18:16:15,"Ornaments sound fun! Baking gifts are always a hit though."
408,Shubham,Aman,2024-09-07 18:17:30,"For sure! Everyone loves receiving homemade cookies or cakes."
409,Aman,Shubham,2024-09-07 18:18:45,"Do you have any go-to recipes for baked gifts?"
410,Shubham,Aman,2024-09-07 18:20:00,"Sugar cookies and brownies are my usual go-tos."
411,Aman,Shubham,2024-09-07 18:21:15,"Brownies are always a crowd-pleaser! Do you add any special ingredients?"
412,Shubham,Aman,2024-09-07 18:22:30,"Sometimes I add chocolate chips or swirl in some caramel."
413,Aman,Shubham,2024-09-07 18:23:45,"That sounds delicious! Caramel brownies are so decadent."
414,Shubham,Aman,2024-09-07 18:25:00,"They’re definitely a treat! Do you bake brownies often?"
415,Aman,Shubham,2024-09-07 18:26:15,"Not too often, but I make them for special occasions."
416,Shubham,Aman,2024-09-07 18:27:30,"That’s a good way to do it! They’re perfect for birthdays or holidays."
417,Aman,Shubham,2024-09-07 18:28:45,"Exactly! Do you prefer fudgy or cakey brownies?"
